gene_id,cluster
Ap3.869,1
Ap3.467,1
Ap3.466,1
Ap3.465,1
Ap3.468,1
Ap3.1916,1
Ap3.1919,1
Ap3.28,1
Ap3.29,1
Ap3.25,1
Ap3.2042,1
Ap3.1897,1
Ap3.580,1
Ap3.1762,1
Ap3.1577,1
Ap3.550,1
Ap3.776,1
Ap3.774,1
Ap3.1766,1
Ap3.1767,1
Ap3.1337,1
Ap3.1336,1
Ap3.1335,1
Ap3.1763,1
Ap3.1339,1
Ap3.361,1
Ap3.368,1
Ap3.369,1
Ap3.984,1
Ap3.980,1
Ap3.983,1
Ap3.501,1
Ap3.503,1
Ap3.504,1
Ap3.505,1
Ap3.1810,1
Ap3.1470,1
Ap3.1471,1
Ap3.1100,1
Ap3.1101,1
Ap3.1104,1
Ap3.2369,1
Ap3.2361,1
Ap3.2360,2
Ap3.2363,1
Ap3.2163,1
Ap3.2160,1
Ap3.1605,2
Ap3.1601,1
Ap3.292,1
Ap3.900,1
Ap3.901,1
Ap3.128,1
Ap3.129,1
Ap3.126,1
Ap3.123,1
Ap3.119,1
Ap3.2157,1
Ap3.218,1
Ap3.214,1
Ap3.216,2
Ap3.210,1
Ap3.212,1
Ap3.2195,1
Ap3.2094,1
Ap3.1630,1
Ap3.2202,1
Ap3.2205,1
Ap3.431,1
Ap3.1636,1
Ap3.2508,1
Ap3.2011,1
Ap3.600,1
Ap3.1252,1
Ap3.1186,1
Ap3.839,1
Ap3.830,1
Ap3.831,1
Ap3.834,1
Ap3.835,1
Ap3.836,1
Ap3.837,1
Ap3.546,1
Ap3.541,1
Ap3.293,1
Ap3.1221,1
Ap3.1224,1
Ap3.1961,1
Ap3.1343,1
Ap3.1341,1
Ap3.318,1
Ap3.313,1
Ap3.314,1
Ap3.71,1
Ap3.73,1
Ap3.1436,1
Ap3.571,1
Ap3.570,1
Ap3.575,1
Ap3.2354,1
Ap3.2357,1
Ap3.2352,1
Ap3.1535,1
Ap3.1534,1
Ap3.1537,1
Ap3.2116,1
Ap3.2115,1
Ap3.2113,1
Ap3.2110,1
Ap3.2111,1
Ap3.2118,1
Ap3.729,2
Ap3.241,1
Ap3.1037,1
Ap3.152,1
Ap3.1845,1
Ap3.1841,1
Ap3.1840,1
Ap3.2415,1
Ap3.2413,1
Ap3.2418,1
Ap3.1423,1
Ap3.977,1
Ap3.972,1
Ap3.2254,1
Ap3.199,1
Ap3.198,1
Ap3.197,1
Ap3.195,1
Ap3.192,1
Ap3.1643,1
Ap3.1749,1
Ap3.84,1
Ap3.85,1
Ap3.86,1
Ap3.88,1
Ap3.1746,1
Ap3.1584,1
Ap3.1586,1
Ap3.1580,1
Ap3.1581,1
Ap3.1583,1
Ap3.269,1
Ap3.268,1
Ap3.265,1
Ap3.260,1
Ap3.262,1
Ap3.1093,1
Ap3.843,1
Ap3.849,2
Ap3.848,1
Ap3.1192,1
Ap3.2497,1
Ap3.2495,1
Ap3.2493,1
Ap3.2491,1
Ap3.1107,1
Ap3.445,1
Ap3.444,1
Ap3.442,1
Ap3.624,1
Ap3.1938,1
Ap3.1933,2
Ap3.1935,1
Ap3.2513,1
Ap3.2510,1
Ap3.2063,1
Ap3.2308,1
Ap3.2307,1
Ap3.1493,1
Ap3.1507,1
Ap3.751,1
Ap3.750,1
Ap3.757,1
Ap3.1368,1
Ap3.1366,1
Ap3.1318,1
Ap3.1315,1
Ap3.1317,1
Ap3.1311,1
Ap3.1310,1
Ap3.330,1
Ap3.528,1
Ap3.529,1
Ap3.2502,1
Ap3.1871,1
Ap3.1872,1
Ap3.1298,1
Ap3.1299,1
Ap3.1128,1
Ap3.2382,1
Ap3.2385,1
Ap3.2389,1
Ap3.2144,1
Ap3.2141,1
Ap3.2149,1
Ap3.2148,1
Ap3.2469,1
Ap3.2465,1
Ap3.2462,1
Ap3.1250,1
Ap3.927,1
Ap3.925,1
Ap3.929,1
Ap3.2261,1
Ap3.2262,1
Ap3.2266,1
Ap3.499,1
Ap3.492,1
Ap3.493,1
Ap3.491,1
Ap3.148,1
Ap3.140,1
Ap3.143,1
Ap3.145,2
Ap3.146,1
Ap3.147,1
Ap3.8,2
Ap3.5,1
Ap3.1210,2
Ap3.1211,1
Ap3.1218,1
Ap3.1219,1
Ap3.2440,1
Ap3.2445,1
Ap3.1003,1
Ap3.1007,1
Ap3.236,1
Ap3.232,1
Ap3.238,2
Ap3.239,1
Ap3.1147,1
Ap3.1752,1
Ap3.1903,1
Ap3.1905,1
Ap3.1448,1
Ap3.2039,2
Ap3.2031,1
Ap3.2030,1
Ap3.2035,1
Ap3.596,1
Ap3.595,1
Ap3.626,1
Ap3.1554,1
Ap3.1324,1
Ap3.814,1
Ap3.819,1
Ap3.1001,1
Ap3.157,1
Ap3.1329,1
Ap3.1321,1
Ap3.1323,2
Ap3.371.1.5f15e295,1
Ap3.376,1
Ap3.992,1
Ap3.998,1
Ap3.59,1
Ap3.57,1
Ap3.56,1
Ap3.55,1
Ap3.54,1
Ap3.516,1
Ap3.518,1
Ap3.1825,1
Ap3.1824,1
Ap3.2371,2
Ap3.2175,1
Ap3.2171,1
Ap3.2173,2
Ap3.702,2
Ap3.1615,1
Ap3.1613,2
Ap3.281,2
Ap3.289,1
Ap3.919,1
Ap3.133,1
Ap3.137,1
Ap3.1175,1
Ap3.789,1
Ap3.783,1
Ap3.787,1
Ap3.785,1
Ap3.208,1
Ap3.207,1
Ap3.206.1.5f15e20a,1
Ap3.204,1
Ap3.201,1
Ap3.200,1
Ap3.1807,1
Ap3.2438,1
Ap3.2437,1
Ap3.2431,1
Ap3.2432,1
Ap3.2028,1
Ap3.2234,1
Ap3.2232,1
Ap3.2093,1
Ap3.2096,1
Ap3.1245,1
Ap3.2001,1
Ap3.2003,1
Ap3.2004,1
Ap3.2007,1
Ap3.2008,1
Ap3.2009,1
Ap3.675,1
Ap3.1498,1
Ap3.1491,1
Ap3.1497,1
Ap3.829,1
Ap3.826,1
Ap3.824,1
Ap3.1952,1
Ap3.1379,1
Ap3.1377,1
Ap3.324,1
Ap3.325,1
Ap3.323,1
Ap3.1078,1
Ap3.63,1
Ap3.60,1
Ap3.67,1
Ap3.68,2
Ap3.69,1
Ap3.548,1
Ap3.544,1
Ap3.545,1
Ap3.542,1
Ap3.543,1
Ap3.2320,1
Ap3.2329,1
Ap3.1095,1
Ap3.1099,1
Ap3.2122,1
Ap3.733,1
Ap3.732,1
Ap3.730,1
Ap3.802,1
Ap3.2159,1
Ap3.1868,1
Ap3.2403,1
Ap3.1401,1
Ap3.1402,1
Ap3.1409,2
Ap3.1408,1
Ap3.940,1
Ap3.945,1
Ap3.948,1
Ap3.2243,1
Ap3.2240,1
Ap3.2249,1
Ap3.166,1
Ap3.165,1
Ap3.1599,1
Ap3.1599,1
Ap3.1236,1
Ap3.1237,1
Ap3.1235,1
Ap3.1232,1
Ap3.1231,1
Ap3.1238,1
Ap3.1239,1
Ap12.1579,1
Ap12.1576,1
Ap12.1573,1
Ap12.609,1
Ap12.2179,1
Ap12.2176,1
Ap12.2174,1
Ap12.464,1
Ap12.130,1
Ap12.1771,1
Ap12.534,1
Ap12.535,1
Ap12.537,1
Ap12.1986,1
Ap12.1988,1
Ap12.2726,1
Ap12.2723,1
Ap12.2721,1
Ap12.2504,1
Ap12.2509,1
Ap12.453,1
Ap12.452,1
Ap12.456,1
Ap12.454,1
Ap12.458,1
Ap12.2263,1
Ap12.2266,1
Ap12.2264,1
Ap12.872,1
Ap12.874,1
Ap12.1112,1
Ap12.2796,1
Ap12.2795,1
Ap12.2794,1
Ap12.1653,1
Ap12.1015,1
Ap12.2037,1
Ap12.2694,1
Ap12.58,1
Ap12.1357,1
Ap12.1219,1
Ap12.1213,1
Ap12.1469,1
Ap12.780,1
Ap12.539,2
Ap12.681,1
Ap12.2180,1
Ap12.2454,1
Ap12.2450,2
Ap12.2453,1
Ap12.2459,1
Ap12.2616,1
Ap12.2615,1
Ap12.2613,1
Ap12.2610,1
Ap12.1072,1
Ap12.1071,1
Ap12.478,1
Ap12.1446,1
Ap12.134,1
Ap12.135,1
Ap12.2022,1
Ap12.2808,1
Ap12.1669,1
Ap12.540,1
Ap12.542,1
Ap12.545,1
Ap12.549,1
Ap12.1594,1
Ap12.1499,1
Ap12.1302,1
Ap12.1305,1
Ap12.1306,1
Ap12.6,1
Ap12.1977,1
Ap12.1974,1
Ap12.102,1
Ap12.945,1
Ap12.947,1
Ap12.946,1
Ap12.941,1
Ap12.942,1
Ap12.1198,1
Ap12.1191,1
Ap12.1197,1
Ap12.2554,1
Ap12.2557,1
Ap12.1157,2
Ap12.1529,2
Ap12.1528,1
Ap12.1727,1
Ap12.1720,1
Ap12.275,1
Ap12.2396,1
Ap12.2395,1
Ap12.115,1
Ap12.112,1
Ap12.113,1
Ap12.1666,1
Ap12.1667,2
Ap12.1103,1
Ap12.1100,1
Ap12.1340,1
Ap12.1735,1
Ap12.2216,1
Ap12.2217,1
Ap12.114,1
Ap12.1083,1
Ap12.1086,1
Ap12.1084,1
Ap12.820,1
Ap12.824,1
Ap12.825,1
Ap12.1837,1
Ap12.1832,1
Ap12.1831,2
Ap12.2763,1
Ap12.2760,2
Ap12.2408,1
Ap12.2403,1
Ap12.2407,1
Ap12.1037,1
Ap12.1038,1
Ap12.1411,1
Ap12.1415,1
Ap12.1414,1
Ap12.1627,1
Ap12.1959,1
Ap12.383,1
Ap12.382,1
Ap12.381,1
Ap12.657,1
Ap12.656,1
Ap12.2481,1
Ap12.1699,1
Ap12.1342,1
Ap12.2649,1
Ap12.87,1
Ap12.86,1
Ap12.2366,1
Ap12.2367,1
Ap12.1583,2
Ap12.919,1
Ap12.1581,1
Ap12.2711,1
Ap12.141,1
Ap12.1493,1
Ap12.840,1
Ap12.2563,1
Ap12.2566,1
Ap12.2567,1
Ap12.118,1
Ap12.892,2
Ap12.891,1
Ap12.890,1
Ap12.1510,1
Ap12.1511,1
Ap12.2157,1
Ap12.1292,1
Ap12.1291,1
Ap12.1295,1
Ap12.1757,1
Ap12.1754,1
Ap12.1752,1
Ap12.513,1
Ap12.511,1
Ap12.1201,1
Ap12.1207,1
Ap12.1413,1
Ap12.497,1
Ap12.494,1
Ap12.498,1
Ap12.725,1
Ap12.246,1
Ap12.245,1
Ap12.243,1
Ap12.240,1
Ap12.241,1
Ap12.2486,1
Ap12.2241,1
Ap12.2242,1
Ap12.2247,1
Ap12.2249,1
Ap12.2248,1
Ap12.1138,1
Ap12.813,1
Ap12.812,1
Ap12.818,1
Ap12.1844,1
Ap12.1842,1
Ap12.2739,1
Ap12.2738,1
Ap12.2735,1
Ap12.2736,1
Ap12.2222,1
Ap12.225,1
Ap12.1067,1
Ap12.39,1
Ap12.1420,2
Ap12.1665,1
Ap12.1388,1
Ap12.54,1
Ap12.2478,1
Ap12.2472,1
Ap12.2471,1
Ap12.2477,1
Ap12.2474,1
Ap12.1078,1
Ap12.1076,1
Ap12.1075,1
Ap12.2672,1
Ap12.2752,1
Ap12.2751,1
Ap12.920,2
Ap12.461,1
Ap12.466,1
Ap12.116,1
Ap12.110,2
Ap12.111,1
Ap12.2828,1
Ap12.2825,1
Ap12.2827,1
Ap12.2826,1
Ap12.2821,1
Ap12.2820,1
Ap12.358,1
Ap12.353,1
Ap12.168,1
Ap12.1548,1
Ap12.1543,1
Ap12.1542,2
Ap12.1547,1
Ap12.2168,1
Ap12.2164,1
Ap12.2165,1
Ap12.2166,2
Ap12.2167,1
Ap12.2161,1
Ap12.2162,1
Ap12.2163,1
Ap12.2788,1
Ap12.2789,1
Ap12.2783,1
Ap12.2784,1
Ap12.2787,1
Ap12.1789,1
Ap12.1788,1
Ap12.1787,1
Ap12.1783,1
Ap12.528,1
Ap12.523,1
Ap12.520,1
Ap12.1990,1
Ap12.1991,1
Ap12.2334,1
Ap12.2331,2
Ap12.2333,1
Ap12.2332,2
Ap12.1451,1
Ap12.202,1
Ap12.203,1
Ap12.201,1
Ap12.207,1
Ap12.205,1
Ap12.2538,1
Ap12.2533,1
Ap12.2531,2
Ap12.375,1
Ap12.2270,1
Ap12.2274,1
Ap12.2275,1
Ap12.841,1
Ap12.842,1
Ap12.843,1
Ap12.251,1
Ap12.252,1
Ap12.255,1
Ap12.2578,1
Ap12.1358,1
Ap12.2008,1
Ap12.1582,1
Ap12.772,1
Ap12.773,1
Ap12.770,1
Ap12.777,2
Ap12.85,1
Ap12.84,2
Ap12.1929,1
Ap12.1928,2
Ap12.12,1
Ap12.13,1
Ap12.621,1
Ap12.1684,1
Ap12.1685,1
Ap12.1359,2
Ap12.2626,1
Ap12.1049,1
Ap12.443,1
Ap12.1470,1
Ap12.1479,1
Ap12.2814,1
Ap12.1166,1
Ap12.2810,1
Ap12.2811,1
Ap12.2813,1
Ap12.2819,1
Ap12.1163,1
Ap12.1162,1
Ap12.1933,1
Ap12.2188,1
Ap12.1280,1
Ap12.1281,1
Ap12.571,1
Ap12.573,1
Ap12.1843,1
Ap12.1495,1
Ap12.1943,1
Ap12.1942,1
Ap12.1949,1
Ap12.2300,1
Ap12.1448,1
Ap12.1703,1
Ap12.2541,1
Ap12.2,1
Ap12.3,1
Ap12.9,1
Ap12.1532,1
Ap12.1535,1
Ap12.1014,1
Ap12.1710,1
Ap12.287,1
Ap12.285,1
Ap12.288,1
Ap12.289,1
Ap12.1716,1
Ap12.1715,1
Ap12.1612,1
Ap12.2227,1
Ap12.2226,1
Ap12.2223,1
Ap12.2221,1
Ap12.838,1
Ap12.663,1
Ap12.2759,1
Ap12.2756,1
Ap12.2755,1
Ap12.2753,1
Ap12.1390,1
Ap12.895,1
Ap12.2411,2
Ap12.1232,1
Ap12.1588,1
Ap12.1587,1
Ap12.106,1
Ap12.1328,1
Ap12.1051,1
Ap12.475,1
Ap12.2158,1
Ap12.1218,1
Ap12.660,1
Ap12.2652,1
Ap12.2651,1
Ap12.96,1
Ap12.2351,1
Ap12.132,1
Ap12.140,1
Ap12.907,1
Ap12.1194,1
Ap12.1484,1
Ap12.1482,1
Ap12.1483,2
Ap12.1488,1
Ap12.171,1
Ap12.172,2
Ap12.175,1
Ap12.177,1
Ap12.2598,1
Ap12.2593,1
Ap12.378,1
Ap12.1565,1
Ap12.1566,1
Ap12.2142,1
Ap12.2141,1
Ap12.2146,1
Ap12.212,2
Ap12.1766,1
Ap12.1765,1
Ap12.1769,1
Ap12.506,1
Ap12.503,1
Ap12.502,1
Ap12.1704,1
Ap12.1707,1
Ap12.1706,1
Ap12.98,2
Ap12.99,1
Ap12.90,1
Ap12.2254,1
Ap12.2252.1.5f15e673,1
Ap12.2252.2.5f15e674,1
Ap12.1938,1
Ap12.1872,1
Ap12.1871,1
Ap12.1817,1
Ap12.1811,1
Ap12.2728,1
Ap12.2729,1
Ap12.2680,1
Ap12.42,1
Ap12.798,1
Ap12.796,1
Ap12.797,1
Ap12.1303,2
Ap12.1225,1
Ap12.2724,1
Ap12.2191,1
Ap12.2190,1
Ap12.2195,1
Ap12.2196,1
Ap12.2445,1
Ap12.2444,1
Ap12.2449,2
Ap12.1279,1
Ap12.1272,1
Ap12.2604,1
Ap12.1432,1
Ap12.1551,2
Ap12.1552,1
Ap12.2113,1
Ap12.1016,1
Ap12.1792,1
Ap12.1790,1
Ap12.1791,1
Ap12.1795,1
Ap12.559,1
Ap12.554,1
Ap12.555,1
Ap12.1965,1
Ap12.2091,1
Ap12.2098,1
Ap12.2328,1
Ap12.1930,1
Ap12.188,1
Ap12.1188,1
Ap12.1186,1
Ap12.2529,1
Ap12.2524,1
Ap12.2527,1
Ap12.2522,1
Ap12.2523,1
Ap12.377,1
Ap12.374,1
Ap12.372,1
Ap12.810,1
Ap12.1717,1
Ap12.1971,1
Ap12.1175,1
Ap12.1888,2
Ap12.672,1
Ap12.1425,1
Ap12.73,1
Ap12.1718,1
Ap12.260,1
Ap12.2015,1
Ap12.2017,1
Ap12.2012,1
Ap12.1331,1
Ap12.1335,2
Ap12.1336,1
Ap12.1337,1
Ap12.68,1
Ap12.764,1
Ap12.760,1
Ap12.763,1
Ap12.2201,1
Ap12.2200,1
Ap12.2771,1
Ap12.762,1
Ap12.2439,1
Ap12.2436,1
Ap12.2434,1
Ap12.2435,1
Ap12.2431,1
Ap12.2637,1
Ap12.1227,1
Ap12.1222,1
Ap12.1460,1
Ap12.2285,1
Ap12.2282,1
Ap12.2289,1
Ap12.505,1
Ap12.16,1
Ap12.642,1
Ap12.500,1
Ap12.566,1
Ap12.565,1
Ap12.1046,1
Ap12.1045,1
Ap12.1040,1
Ap12.1953,1
Ap12.2372,1
Ap12.2375,1
Ap12.968,1
Ap12.335,1
Ap12.459,1
Ap12.2576,1
Ap12.474,1
Ap12.1672,1
Ap12.888,1
Ap12.889,1
Ap12.887,1
Ap12.1507,1
Ap12.1506,1
Ap12.1503,1
Ap12.1501,1
Ap12.1508,1
Ap12.129,1
Ap12.1165,1
Ap12.1167,1
Ap12.1168,1
Ap12.1085,1
Ap12.1527,1
Ap12.486,2
Ap12.480,1
Ap12.482,1
Ap12.737,1
Ap12.1147,1
Ap12.1143,1
Ap12.1141,1
Ap12.939,1
Ap12.800,1
Ap12.805,1
Ap12.808,1
Ap12.1850,1
Ap12.1857,1
Ap12.2744,1
Ap12.2745,1
Ap12.2746,1
Ap12.2747,1
Ap12.2742,1
Ap12.2743,1
Ap12.1605,1
Ap12.711,1
Ap12.1265,1
Ap12.2568,1
Ap12.2513,1
Ap12.167,1
Ap12.404,1
Ap12.2505,1
Ap12.1430,1
Ap12.1729,1
Ap12.1723,1
Ap12.131,1
Ap12.1095,1
Ap12.1094,1
Ap12.1092,2
Ap12.76,1
Ap12.670,1
Ap12.675,1
Ap12.2468,1
Ap12.2465,1
Ap12.2464,1
Ap12.1007,1
Ap12.2669,1
Ap12.1905,1
Ap12.2349,1
Ap12.2345,1
Ap12.934,2
Ap12.932,1
Ap12.164,1
Ap12.1821,1
Ap12.1635,1
Ap12.1631,1
Ap12.2582,1
Ap12.2580,1
Ap12.363,1
Ap5.111,1
Ap5.115,1
Ap5.117,1
Ap5.702,1
Ap5.709,1
Ap5.2014,1
Ap5.2017,1
Ap5.1253,1
Ap5.1257,1
Ap5.1255,1
Ap5.1753,1
Ap5.987,1
Ap5.989,1
Ap5.1195,1
Ap5.1194,1
Ap5.1192,1
Ap5.2465,1
Ap5.1915,1
Ap5.369,1
Ap5.2330,1
Ap5.2804,1
Ap5.2803,1
Ap5.169,1
Ap5.832,1
Ap5.1114,1
Ap5.1110,1
Ap5.1113,1
Ap5.1412,1
Ap5.1659,1
Ap5.2271,1
Ap5.71,1
Ap5.70,1
Ap5.2719,1
Ap5.285,1
Ap5.284,1
Ap5.286,1
Ap5.283,1
Ap5.2670,1
Ap5.1326,1
Ap5.1320,1
Ap5.1329,1
Ap5.2106,1
Ap5.2100,1
Ap5.2539,2
Ap5.2533,1
Ap5.2531,1
Ap5.677,1
Ap5.679,1
Ap5.2814,1
Ap5.2733,1
Ap5.2739,1
Ap5.2887,1
Ap5.2885,1
Ap5.2889,1
Ap5.2224,1
Ap5.208,1
Ap5.206,2
Ap5.200,1
Ap5.202,1
Ap5.974,1
Ap5.564,1
Ap5.560,1
Ap5.561,1
Ap5.562,2
Ap5.563,1
Ap5.569,1
Ap5.1043,1
Ap5.1041,1
Ap5.1204,1
Ap5.1206,1
Ap5.2591,1
Ap5.2592,1
Ap5.2593,1
Ap5.197,1
Ap5.2472,1
Ap5.1191,1
Ap5.2816,1
Ap5.1156,1
Ap5.686,1
Ap5.353,1
Ap5.352,1
Ap5.351,1
Ap5.354,1
Ap5.1948,1
Ap5.606,1
Ap5.1646,1
Ap5.118,1
Ap5.816,1
Ap5.1128,1
Ap5.1124,1
Ap5.1125,1
Ap5.1918,1
Ap5.1917,1
Ap5.1916,1
Ap5.1913,1
Ap5.42,1
Ap5.47,1
Ap5.956,1
Ap5.951,1
Ap5.950,1
Ap5.1898,1
Ap5.1897,1
Ap5.609,1
Ap5.608,1
Ap5.2942,1
Ap5.1414,1
Ap5.1416,1
Ap5.1417,1
Ap5.1410,1
Ap5.1411,1
Ap5.2853,1
Ap5.2345,1
Ap5.881,1
Ap5.880,1
Ap5.1993,1
Ap5.1609,1
Ap5.2959,1
Ap5.2950.1.5f1690d1,1
Ap5.2954,1
Ap5.2956,1
Ap5.926,1
Ap5.921,1
Ap5.923,1
Ap5.928,1
Ap5.929,1
Ap5.1811,1
Ap5.2567,1
Ap5.121,1
Ap5.2769,1
Ap5.2760,1
Ap5.2246,1
Ap5.762,1
Ap5.493,1
Ap5.95,1
Ap5.516,1
Ap5.511,1
Ap5.518,1
Ap5.2698,1
Ap5.2340,1
Ap5.2402,1
Ap5.2407,1
Ap5.36,1
Ap5.32,1
Ap5.2361,1
Ap5.18,1
Ap5.15,1
Ap5.14,1
Ap5.17,2
Ap5.259,2
Ap5.2613,1
Ap5.2617,1
Ap5.2808,1
Ap5.2312,1
Ap5.2138,1
Ap5.2139,1
Ap5.2799,1
Ap5.2792,2
Ap5.148,1
Ap5.143,1
Ap5.859,1
Ap5.851,1
Ap5.856,1
Ap5.857,1
Ap5.2110,1
Ap5.1033,1
Ap5.261,1
Ap5.1349,1
Ap5.1345,1
Ap5.1340,1
Ap5.653,1
Ap5.650,1
Ap5.1112,2
Ap5.2908,2
Ap5.548,1
Ap5.549,1
Ap5.545,1
Ap5.543,1
Ap5.541,1
Ap5.1846,1
Ap5.1845,1
Ap5.1844,1
Ap5.1264,1
Ap5.1263,1
Ap5.1261,1
Ap5.639,1
Ap5.1657,1
Ap5.1654,1
Ap5.1653,1
Ap5.1651,2
Ap5.2217,1
Ap5.2215,1
Ap5.2211,1
Ap5.2219,1
Ap5.2218,1
Ap5.1745,1
Ap5.1746,1
Ap5.1747,1
Ap5.2825,1
Ap5.2451,1
Ap5.2450,1
Ap5.2454,1
Ap5.2456,1
Ap5.1189,1
Ap5.953,1
Ap5.969,1
Ap5.966,1
Ap5.967,1
Ap5.1395,1
Ap5.1461,1
Ap5.2325,2
Ap5.2165,1
Ap5.2145,1
Ap5.2144,1
Ap5.175,1
Ap5.179,1
Ap5.829,1
Ap5.828,1
Ap5.2244,1
Ap5.1106,1
Ap5.1668,1
Ap5.68,1
Ap5.69,1
Ap5.62,1
Ap5.879,1
Ap5.137,1
Ap5.499,1
Ap5.1432,1
Ap5.789,1
Ap5.787,1
Ap5.2390,1
Ap5.1145,1
Ap5.1980,1
Ap5.1984,1
Ap5.903,1
Ap5.570,1
Ap5.1833,1
Ap5.1054,1
Ap5.2140,1
Ap5.2140,1
Ap5.1216,1
Ap5.2358,1
Ap5.700,1
Ap5.704,1
Ap5.706,1
Ap5.2461,1
Ap5.2467,1
Ap5.2468,1
Ap5.24,1
Ap5.2731,1
Ap5.97,1
Ap5.96,1
Ap5.99,1
Ap5.1286,1
Ap5.1289,1
Ap5.1288,1
Ap5.2164,1
Ap5.2204,1
Ap5.2206,1
Ap5.2806,1
Ap5.1159,1
Ap5.1152,1
Ap5.1155,1
Ap5.1367,1
Ap5.1902,1
Ap5.1900,1
Ap5.1901,1
Ap5.1904,1
Ap5.2031,1
Ap5.34,1
Ap5.2631,1
Ap5.728,1
Ap5.729,1
Ap5.182,1
Ap5.632,1
Ap5.801,1
Ap5.1798,1
Ap5.1795,1
Ap5.1793,1
Ap5.1791,1
Ap5.873,1
Ap5.870,1
Ap5.871,1
Ap5.876,1
Ap5.400,1
Ap5.1610,1
Ap5.1614,1
Ap5.1615,2
Ap5.695,1
Ap5.241,1
Ap5.240,1
Ap5.243,1
Ap5.242,1
Ap5.244,1
Ap5.247,1
Ap5.937,1
Ap5.936,1
Ap5.935,1
Ap5.932,1
Ap5.931,1
Ap5.930,2
